id;resi;nama_penerima;alamat_tujuan;kota_asal;kota_tujuan;berat;biaya;status;id_layanan;id_klasifikasi;id_kurir;created_at
972;SWF-20260623-0972;Hendra Wijaya;Jl. Thamrin No. 100;Depok;Jakarta Timur;7.410000;259350.000000;terkirim;3;1;4;2026-06-23 22:28:19
973;SWF-20260624-0973;Sri Wahyuni;Jl. Diponegoro No. 91;Jakarta Barat;Bogor;44.982000;459856.000000;sampai_tujuan;4;3;5;2026-06-24 00:07:51
974;SWF-20260624-0974;Lestari Wulandari;Jl. Kenanga No. 35;Yogyakarta;Karawang;9.102000;182040.000000;terkirim;2;1;4;2026-06-24 00:52:56
975;SWF-20260624-0975;Wati Kurnia;Jl. Mawar No. 79;Jakarta Barat;Bogor;7.513333;60106.666667;sampai_tujuan;4;1;6;2026-06-24 04:16:29
976;SWF-20260624-0976;Roni Wijaya;Jl. Melati No. 142;Jakarta Timur;Yogyakarta;48.576667;1071533.333333;sampai_tujuan;2;3;4;2026-06-24 07:34:30
977;SWF-20260624-0977;Maya Kartika;Jl. Thamrin No. 70;Yogyakarta;Surabaya;10.319167;231383.333333;sampai_tujuan;2;2;5;2026-06-24 12:08:19
978;SWF-20260624-0978;Toni Hermanto;Jl. Melati No. 136;Yogyakarta;Surabaya;0.924000;9240.000000;dalam_perjalanan;1;1;4;2026-06-24 12:09:49
979;SWF-20260624-0979;Rahmat Hidayat;Jl. Melati No. 92;Jakarta Barat;Semarang;8.762833;87628.333333;sampai_tujuan;1;1;6;2026-06-24 14:53:11
980;SWF-20260624-0980;Lestari Wulandari;Jl. Thamrin No. 75;Depok;Jakarta Selatan;4.350000;34800.000000;dalam_perjalanan;4;1;6;2026-06-24 19:24:13
981;SWF-20260624-0981;Dewi Lestari;Jl. Kamboja No. 72;Yogyakarta;Jakarta Barat;7.392000;73920.000000;dalam_perjalanan;1;1;4;2026-06-24 21:51:09
982;SWF-20260624-0982;Sri Wahyuni;Jl. Kamboja No. 44;Semarang;Jakarta Pusat;20.328000;187624.000000;dalam_perjalanan;4;2;5;2026-06-24 23:36:06
983;SWF-20260625-0983;Lestari Wulandari;Jl. Gatot Subroto No. 95;Jakarta Selatan;Jakarta Barat;12.960000;284200.000000;dalam_perjalanan;2;2;6;2026-06-25 02:09:36
984;SWF-20260625-0984;Hendra Wijaya;Jl. Gatot Subroto No. 91;Bandung;Bogor;3.906000;136710.000000;sampai_tujuan;3;1;4;2026-06-25 02:21:43
985;SWF-20260625-0985;Budi Santoso;Jl. Kamboja No. 82;Jakarta Timur;Jakarta Pusat;14.046667;137373.333333;sampai_tujuan;4;2;5;2026-06-25 08:21:54
986;SWF-20260625-0986;Rahmat Hidayat;Jl. Melati No. 142;Jakarta Pusat;Jakarta Barat;1.056000;8448.000000;dalam_perjalanan;4;1;5;2026-06-25 16:48:19
987;SWF-20260625-0987;Sari Indah;Jl. Mangga Dua No. 97;Bekasi;Tangerang;49.600000;1836000.000000;dalam_perjalanan;3;3;5;2026-06-25 17:56:48
988;SWF-20260625-0988;Gita Saraswati;Jl. Kebon Jeruk No. 126;Depok;Bekasi;4.466667;156333.333333;terkirim;3;1;4;2026-06-25 22:15:22
989;SWF-20260626-0989;Dewi Lestari;Jl. Mawar No. 17;Jakarta Timur;Surabaya;2.660000;26600.000000;menunggu;1;1;0;2026-06-26 00:19:18
990;SWF-20260626-0990;Lestari Wulandari;Jl. Gatot Subroto No. 40;Bandung;Yogyakarta;13.554667;160546.666667;menunggu;1;2;0;2026-06-26 02:18:32
991;SWF-20260626-0991;Siti Rahma;Jl. Kebon Jeruk No. 21;Jakarta Timur;Jakarta Selatan;2.275000;45500.000000;menunggu;2;1;0;2026-06-26 05:39:36
992;SWF-20260626-0992;Sari Indah;Jl. Gatot Subroto No. 100;Bekasi;Yogyakarta;30.543333;710866.666667;dalam_perjalanan;2;3;6;2026-06-26 06:27:50
993;SWF-20260626-0993;Toni Hermanto;Jl. Raya Bogor No. 16;Bogor;Jakarta Timur;2.466667;49333.333333;menunggu;2;1;0;2026-06-26 09:25:35
994;SWF-20260626-0994;Andi Pratama;Jl. Diponegoro No. 139;Bandung;Jakarta Barat;2.691667;53833.333333;diproses;2;1;4;2026-06-26 10:29:28
995;SWF-20260626-0995;Sri Wahyuni;Jl. Raya Bogor No. 106;Karawang;Yogyakarta;18.154667;660413.333333;diproses;3;2;6;2026-06-26 12:43:47
996;SWF-20260626-0996;Hadi Sunyoto;Jl. Merdeka No. 65;Depok;Jakarta Timur;0.918000;7344.000000;diproses;4;1;6;2026-06-26 14:43:13
997;SWF-20260626-0997;Dian Sasmita;Jl. Cempaka No. 21;Surabaya;Semarang;2.579500;90282.500000;diproses;3;1;6;2026-06-26 16:30:50
998;SWF-20260626-0998;Dian Sasmita;Jl. Gatot Subroto No. 146;Depok;Semarang;30.708333;345666.666667;diproses;4;3;5;2026-06-26 18:38:41
999;SWF-20260626-0999;Toni Hermanto;Jl. Melati No. 140;Yogyakarta;Jakarta Barat;3.022500;105787.500000;dalam_perjalanan;3;1;5;2026-06-26 21:40:39
1000;SWF-20260626-1000;Eko Prasetyo;Jl. Flamboyan No. 40;Jakarta Timur;Semarang;8.053500;161070.000000;sampai_tujuan;2;1;5;2026-06-26 23:10:42
